Sergio Fajardo hizo el oso en Bogota|Sergio Fajardo hacer_el_oso Bogota|-1
Compromiso Antioquia en Twitter: ;Con el fin de generar nuevas oportunidades de educación superior, en Apartadó se construyó la ciudadela universitaria de la @UdeA, que permitió dar más de 9.500 becas que benficiaron a miles de jóvenes y maestros del Urabá antioqueño. #ConEducaciónSePuede… https://t.co/ovsleAus7p;| gener nuev oportun educ superior  apartad construy ciudadel universitari @ude  permit dar 500 bec benfici miles jovenes maestr urab antioqueñ  #coneducacionsepuede…   |0
#FajardoLogr� con el apoyo del Sena, darles un arte a los desmovilizados en un plan de integraci�n social que nos permiti� tener unos excelentes t�cnicos en diferentes �reas, me siento muy orgullosa ???????? pic.twitter.com/cCavhWr2cf&mdash; Maria Andrea (@mariaandrea0113) March 26, 2018		| |0
Compromiso Antioquia en Twitter: ;Lo de hace 1 semana no es coincidencia ¡Vamos por la Presidencia! #SePuede… ;| seman coincidente ¡vam presidencia! #sepuede…    |1
LaLiga en Twitter: ;MAGISCO de España. 🌟🇪🇸🎩… ;| magisc españ  🌟🇪🇸🎩…    |0
Compromiso Antioquia en Twitter: ;En Colombia se debe recuperar algo muy importante: la confianza. Es un buen precioso que tenemos que construir: @sergio_fajardo #PreguntaYamid… https://t.co/f4Pt7IcZde;| colombi recuper import  confianz  buen precios constru  #preguntayamid…   |1
#FajardoLogr� siendo gobernador, trabajar con todos los alcaldes sin importar su filiaci�n pol�tica, as� logr� ejecutar el mejor proceso de distribuci�n de regal�as del pais, desarrollando la infraestructura de m�s de 90 municipios antioque�os. @sergio_fajardo  #FajardoPresidente&mdash; Camilo Calle (@camilocalle2011) March 26, 2018		| |1
Eduardo Carvajal en Twitter: ;Petro presidente!!… ;| petr presidente!!…    |0
#Atenci�n. Informaci�n de nuestra campa�a importante para la ciudadan�a.  #ElEquipo. pic.twitter.com/rw6KovuQZM&mdash; Fajardo Presidente (@sergio_fajardo) March 26, 2018		| |1
(Coalici�n - @petrogustavo) = Ivan Duque presidente.&mdash; Jelg1029 (@jelg1029) March 21, 2018		| |0
Alvareto Peñarosca en Twitter: ;Según [Des]informaciones luego del café entre De la Calle y Fajardo Juan Valdez se platea un aumento en los precios de sus productos.;| segun [des]inform cafe calle fajard juan valdez plate aument preci product    |0
Maria Fernanda Matus en Twitter: ;Ahora todos están preocupados por el Fracking. Les cuento que si su candidato es Duque o Vargas, están muy desenfocados porque apoyan esta técnica. Si su candidato es De la Calle o Fajardo, han sido ambiguos en este punto. Compañeros, ¿puro hashtag y poca coherencia? Pilas, pues.;| ahor preocup fracking  cuent candidat duque varg  desenfoc apoy tecnic  candidat calle fajard  ambigu punt  compañer  hashtag coherencia? pil      |0
Eduardo Cote en Twitter: ;El presidente Uribe apoya a @IvanDuque ;;El presidente Santos apoya al resto (@sergio_fajardo  + @petrogustavo  + @DeLaCalleHum  + @German_Vargas  + #Teodora  )… https://t.co/9iUJpMiAyG;| presidente uribe apoy @ivanduque   presidente sant apoy rest (@sergio_fajard   @delacallehum  @german_varg  #teodor  )…   |0
En uno de los sectores m�s deprimidos de #Medell�n se construy� el Parque Explora, un museo que hoy referente para la divulgaci�n de la ciencia en el pa�s. #FajardoLogr� pic.twitter.com/aVbAXXdPAJ&mdash; Esteban V�squez (@tebanvm) March 26, 2018		| |0
Felipe Pineda Ruiz en Twitter: ;En los cuatro años en Alcaldía de Medellín,  #FajardoLogró que los estudiantes de escuelas públicas con bajo desempeño escolar pasaran de 65% a 11.6% . Con @sergio_fajardo se mejoraron las condiciones laborales de los docentes.… https://t.co/OcEcS25uLB;| alcald medellin   #fajardologr estudi escuel public desempeñ escol pas   mejor condiciones laborales docentes     |1
LUIS GUARIN en Twitter: ;NO hable carreta, esos que llegaron a abuchear son estudiantes mamertos agitadores de la universidad publica de popayan, simpatizantes de petro y fajardo, para sabotear la presencia de Duque -  Presidente, es libre asistir a Iglesia en semana santa… https://t.co/FBifstwwd8;| NO hable carret  lleg abuche estudi mamert agit univers public popay  simpatiz petr fajard  sabote presenci duque  presidente  libre asist iglesi seman santa…   |-1
Juan Jose Largo F en Twitter: ;El 7 de Noviembre de 2006 #FajardoLogró traer a Medellin los juegos suramericanos 2010 y los escenarios deportivos de la ciudad dieron un giro de 180° con mayor accesibilidad e infraestructura.  El mejor complejo deportivo del país. #SePuede @sergio_fajardo… https://t.co/HkdHo6nhh4;| #fajardologr tra medellin jueg suramerican escenari deport ciud dieron gir 180° mayor accesibil infraestructur   mejor complej deport  #sepuede         |1
LA FM en Twitter: ;De la Calle consultó al CNE si debe pagar por hacer alianza con Fajardo https://t.co/jMH10nIdNi #LAFM;| calle consult cne pag alianz fajard #lafm   |1
�Usted ya conoce los programas de gobierno? 1. Gustavo Petro https://t.co/W7i7Wx1Npu�2. Humberto de la Calle https://t.co/c9ibPP3jku 3. Ivan Duque https://t.co/7DogHTrakG 4. Sergio Fajardo  https://t.co/HFFHyRi5k5�5. Germ�n Vargas Lleras https://t.co/w3YSMQblcI&mdash; Brinkong ? (@Brinkong) March 25, 2018		| |0
Esteban Vásquez en Twitter: ;#FajardoLogró planear e iniciar la ejecución de un sistema de transporte multimodal que complementara el servicio del @metrodemedellin . Hoy tenemos 4 cables, buses articulados, tranvía y bicicletas. #Medellín… https://t.co/asSj5vCsIj;| #fajardologr plane inici ejecu sistem transporte multimodal complement servici @metrodemedellin   cables  buses articul  tranv biciclet  #medellin…   |1
Oiga Juan, y su caf� con @sergio_fajardo pa�cu�ndo? Yo creo que es una oportunidad muy interesante. Conozca m�s sobre @compromisociu y hagamos una #CoalicionColombia mucho m�s amplia. Nos merecemos un pa�s mejor. Construyamos centro ideol�gico. #LaFuerzaDeLaEsperanza #SePuede&mdash; Ricardo A Zuluaga H (@richizuluaga) March 24, 2018		| |1
Estamos en modo campa�a presidencial. Empezamos nuestro primer recorrido de la esperanza por el centro de Medell�n. Fue aqu� donde comenz� todo hace 18 a�os. #LaFuerzaDeLaEsperanza pic.twitter.com/qC27W8ozsu&mdash; Daniel Duque V. (@danielduquev) March 24, 2018		| |1
Con la Ciencia podremos entender el desarrollo desde la perspectiva territorial, de modo que se tenga en cuenta la diversidad propia de nuestro pa�s y las respectivas agendas regionales. La ciencia, en suma, para nuestras vidas cotidianas: @sergio_fajardo #ConEducaci�nSePuede pic.twitter.com/ISIsFehbvB&mdash; Compromiso Ciudadano - Bogot� (@compromisobog) March 21, 2018		| |1
Gabriel Pabón© en Twitter: ;;Si ganamos es por conectar a la ciudadanía en la lucha contra la corrupción y la fortaleza de la educación;, @Sergio_Fajardo en #PreguntaYamid #FajardoPropone… https://t.co/aNPKK9LQMI;|  gan conect ciudadan luch corrupcion fortalez educ   @sergio_fajard #preguntayam #fajardopropone…   |1
andres clavijo en Twitter: ;Fajardo presidente… ;| fajard presidente…    |1
@vickyna en Twitter: ;Gracias!! Esa es la propuesta de Sergio Fajardo presidente!! Todos unidos con Fajardo presidente!! Con seguridad y dignidad!! Es un hecho!!… https://t.co/kUZv8Jzx32;| gracias!! esa propuest sergi fajard presidente!! tod unid fajard presidente!! segur dignidad!! hecho!!…   |1
Retweeted La Silla Vac�a (@lasillaenvivo):#FajardoCharladito : �No nos ha ido tan mal, despu�s de todo estoy para Presidente� @sergio_fajardo&mdash; CARLOS COLMENARES (@CARCOL55) March 21, 2018		| |1
Henar Álvarez en Twitter: ;Lástima que una figura pública como Sergio Ramos deje a su hijo de menos de 24h y a su mujer recién parida para ir a trabajar. Eludir la corresponsabilidad en la crianza no tiene nada de heroico. Lo cuento aquí: https://t.co/qbaNm4mgad;| lastim figur public sergi ram deje muj recien par  elud corresponsabil crianz nada heroic  cuent     |0
Karen en Twitter: ;Bueno se unen y quién es el presidente? Y quién hará las veces de vice?… ;| buen unen quien presidente  quien har veces vice …    |0
Juntos Somos Más en Twitter: ;#FajardoLogró terminar la Alcaldía de Medellín con un índice de aprobación a su gestión del 90% (Gallup, octubre de 2006).… https://t.co/neaDdWn6ot;| #fajardologr termin alcald medellin indice aprob gestion 90% (gallup  octubre 2006)   |1
(((David Ghitis))) en Twitter: ;De la Calle y Fajardo quieren hacer una consulta y gastarse otros $40,000 millones? Que hagan un cara y sello y dejen de joder!!!;| calle fajard quieren consult gastarse   car sell dejen jod       |-1
diego fernando Sanch en Twitter: ;Y despues de ser presidente dejarlos tirados, lo veo ofreciéndose a unirse usted a FAJARDO!!… ;| Y despues presidente dejarl tir  veo ofreciendose unirse fajard  …    |0
Diego Villamil E. en Twitter: ;¿Ya armaron escándalo porque @sergio_fajardo usa busos Polo de 600 mil?;|  armaron escandal bus pol       |-1
Algunos creen que el presidente debe ser Sergio lacalluno, otro Petardo (petro-fajardo), pero ni a la segunda vuelta asomaran sus testas. https://t.co/8N2ycV9pHW&mdash; Rodr�guezbustos (@rodrguezbustos) March 21, 2018		| |-1
Coalición Colombia Cesar en Twitter: ;Te invitamos a hacer parte de #LaFuerzaDeLaEsperanza en el Cesar que consolidará el camino de @sergio_fajardo a la Presidencia de Colombia. #SePuede… https://t.co/QNcRwnUIeY;| Te invit #lafuerzadelaesper ces consolid camin presidente colombi  #sepuede…   |1
Felipe Mejía Salazar en Twitter: ;#FajardoLogró que Antioquia obtuviera el mejor desempeño de todos los departamentos del país en Gobierno Abierto, transparencia y en inversión de regalías. https://t.co/h7uYmMmqHm;| #fajardologr antioqui obtuv mejor desempeñ departament abiert  transparente inversion regal    |1
Claudia López en Twitter: ;Fajardo como presidente puede proteger la vida de Uribe y Petro por igual y cuidar la de todos los colombianos. Puede sacarnos de la polarización amigo/enemigo que siempre termina en violencia y de la corrupción que siempre termina en pobreza. #ColombiaVenceAlCorrupto #SePuede… https://t.co/YaRRZqn36F;| fajard presidente proteg vid uribe petr igual cuid  puede sacarn polariz amigo/enemig termin violenci corrupcion termin pobrez  #colombiavencealcorrupt #sepuede…   |1
Compromiso Antioquia en Twitter: ;La calidad de la educación comienza por la dignidad de los espacios. Bajo la premisa: lo más bello para los más humildes construiremos nuevas escuelas con los mejores estándares de calidad, en la reposición y mejoramiento de escuelas existentes #ConEducaciónSePuede;| calid educ comienz dignid espaci  baj premis  bell humildes constru nuev escuel mejores estandares calid  reposicion mejor escuel existentes #coneducacionsepuede   |0
As� o m�s claro. @matadoreltiempo @DanielSamperO @VLADDO @PirryTv @sandraborda @VickyDavilaH @MabelLaraNews @ZuluagaCamila @ClaMoralesM @sergio_fajardo @ClaudiaLopez @JERobledo @AntanasMockus @AngelicaLozanoC @cataortiz101 @JuanitaG110 @ivanmarulanda @JoseRodrigoToro @mauronuma pic.twitter.com/PWhdlHnEWR&mdash; Ronald Camacho (@roger5co) March 27, 2018		| |0
Aqu� te va una canci�n para ti� En un Solo d�a de Sergio Vargashttps://t.co/okvRHRZwbX&mdash; HPG (@prenckegaleno76) March 27, 2018		| |0
dairo dJ Rincones Ru en Twitter: ;Diasss despues el cnl aureliano acepto q de 2.800mil no pasaba...q el % d rechazo es del 70.Y q lo q vio como  triunfo fue solo producto d sustancias psicoactivas q hay en el ambiente  mácondiano.ahora a llamar a Caicedo;resentido;, fajardo,no se baja d Pre,y humbertico?,q suma?… https://t.co/0AnF0SRjUq;| diasss despues cnl aurelian acept pas     rechaz vio  triunf product sustanci psicoact ambiente  macondian llam caiced resent   fajard baj pre humbert  sum     |0
Steven frías en Twitter: ;“Vamos a eliminar la capitalización d intereses mientras el estudiante sigue matriculado. Impulsaremos la nueva modalidad d préstamos del ICETEX contingentes al ingreso para k los estudiantes paguen los créditos d acuerdo con su capacidad” @sergio_fajardo #ConEducaciónSePuede;| “vam elimin capitaliz intereses estudi sigue matricul  impuls nuev modal prestam icetex contingentes ingres estudi paguen credit acuerd capacidad” #coneducacionsepuede     |0
Edw en Twitter: ;Sr Roblero lo respeto y creo que ha hecho un buen trabajo pero NI ase le ocurra dañar su imagen ni la de Clau ni Sergio apoyando al Guerrillero Petro x fa… https://t.co/c7MU7TuCYc;| Sr robler respet buen ocurr dañ apoy guerriller fa…         |1
FantasmaCastrochavista en Twitter: ;#FajardoLogró demostrarnos que le hace la tarea al uribismo. Es quien se ha opuesto a cualquier tipo de coalición que pueda ganar. Por eso los colombianos ya no le comen cuento.;| #fajardologr demostrarn tare urib  opuest tip coalicion pued gan  comen cuent    |-1
Atacando a @petrogustavo con burdas calumnias, como lo hace A. Su�rez del MOIR por el canal RCN, no se ayuda a Fajardo ni a la necesaria unidad de las candidaturas alternativas, se hace trabajo sucio a favor de Uribe y Duque. �Ser� que quieren que gane Duque en primera vuelta?&mdash; Yezid Garc�a Abello (@yezidgarciaa) March 25, 2018		| |0
El senador @neumannsj , Presidente de la Comisi�n de Seguridad P�blica, participa de Charla a Estudiantes del Programa de Justicia Criminal de la Universidad Interamericana, Recinto de Fajardo. pic.twitter.com/66rUPw7cCn&mdash; Senado Puerto Rico (@SenadoPR) February 23, 2018		| |0
Gabriel  Morales en Twitter: ;Fajardo va a crecer nuevamente, se habia quedado corto en mostrar sus propuestas. Va a ser el que pase a segunda con Duque y será el presidente  de Colombia.… https://t.co/Evt2WYvs09;| fajard crec nuev  habi qued cort mostr propuest  Va pase duque presidente  colombi   |1
Manuel Sarmiento en Twitter: ;De las peores herencias que Uribe dejó a su salida de la Casa de Nariño fue la Presidencia de Santos. Hoy Santos nos quiere dejar a Vargas Lleras y Uribe a Duque. Son lo mismo. @sergio_fajardo es la alternativa.;| peores herenci uribe sal cas nariñ presidente sant  sant vargas_ller uribe duque   alternat    |0
Siga pensando as�... Ojal� pasen a segunda vuelta, pero si Uribe pasa a ser el nuevo presidente( duque es la mascota) solo ser� culpa de @sergio_fajardo @ClaudiaLopez&mdash; Mario Ceron (@Marioceron01) March 21, 2018		| |0
Vargas tratando de ganarse el favor de la socialbacaner�a bogotana para que toda la campa�a negra se concentre en Duque. Otro desesperado. Deber�a ir a tomar tinto con De La Calle y Fajardo. https://t.co/hXCort315S&mdash; El M�s Godo (@ELMASGODO) March 27, 2018		| |-1
#FajardoLogr� que la Universidad de Antioquia creara un programa de m�s de 9.500 becas para estudiantes y maestros. Ac� todo sobre sus gobiernos. https://t.co/dJDJL8Sv6i pic.twitter.com/d4lCmhmc7o&mdash; Compromiso Ciudadano (@compromisociu) March 25, 2018		| |1
Somos una opci�n que no parte del miedo. So�amos con una Colombia donde podamos ser diferentes sin ser enemigos, donde la educaci�n sea el motor de la transformaci�n. Esta es #LaFuerzaDeLaEsperanza #Coalici�nColombia #FajardoPresidente pic.twitter.com/L4rABVbK0g&mdash; Compromiso Antioquia (@Compromiso_Ant) March 24, 2018		| |1
Rebeca Puche Navarro en Twitter: ;#Fajardologró  Dejar 40 Parques educativos que cambiaron las comunidades donde se construyeron, el Centro Parque Explora que resulta innovador y maravilloso para grandes y chicos,  Bibliotecas que significaron acercar la comunidad al saber . Obras y no discursos....… https://t.co/udXsSdOb2U;| #fajardologr  dej parques educat cambi comun construyeron  parque explor result innov maravill grandes chic   bibliotec signific acerc comun   obras discurs      |1
Periodista de la zona este en Twitter: ;Andres  es de los que piensa que el arte que no tiene compromiso social, no es arte… ;| andres  piens arte compromis social  arte…    |0
Francisco Reyes en Twitter: ;40 mil millones de razones para burlarse de los colombianos @DeLaCalleHum vale todo @sergio_fajardo perdió lo social por eso @IvanDuque presidente en primera vuelta;| razones burlarse @delacallehum vale perd social @ivanduque presidente   |0
Sergio Fajardo es un sinverg�enza �educado y con formaci�n en cinismo � sus seguidores creen que los �nicos que deben ser decentes son los hijos de sus vecinos, los de ellos no. Ver y leer im�genes  #FajardoLogr� pic.twitter.com/9pMvnnFSBo&mdash; Mulato (@bladodiaz) March 25, 2018		| |-1
Dijeron que no alcanzar�amos el umbral,y en las elecciones donde se mueve toda la maquinaria, alcanzamos un resultado contundente. Petro perdi� frente a Duque y nos convertimos en la fuerza para transformar al pa�s. Con #LaFuerzaDeLaEsperanza, vamos por la presidencia.#ElEquipo pic.twitter.com/0G5stnCy1d&mdash; Fajardo Presidente (@sergio_fajardo) March 18, 2018		| |1
Efrapotter en Twitter: ;#FajardoLogró a pesar de tener TODOS los partidos tradicionales en contra como gobernador, logró unir a Antioquia.;Me consta, porque yo en ese momento hacía parte de la oposición a @sergio_fajardo y nos demostró un gobierno técnico y eficiente.;Por eso lo respeto;| #fajardologr pes tod part tradicionales gobern  logr unir antioqui  const  moment hac oposicion demostr tecnic eficiente  respet   |1
De la calle presidente, de lo contrario voto en blanco primera vuelta, y en segunda vuelta, si llega Petro, mi familia y yo votamos por su opositor, sea cual sea, menos Petro.&mdash; Doctor J.Garc�a. ?? (@andresgarcia_13) March 21, 2018		| |0
Al paso que vamos la coalici�n entre Fajardo, De La Calle y Petro estar� lista para 2022, cuando Duque vaya por la reelecci�n.&mdash; Juan Diego Medina (@JuanDiegoSoyYo) March 28, 2018		| |0
Coalición Colombia Cesar en Twitter: ;#ConEducaciónSePuede ;Construiremos un relato de país que cuente con los gobiernos locales y deptales.;Como alcalde y gobernador que fui se la necesidad de coordinar e involucrar a cada una de las instancias para llevar a cabo la Educación como proyecto Nacional; @sergio_fajardo.… https://t.co/nPlGGS3Na9;| #coneducacionsepuede  constru relat cuente gobiern locales deptales  alcalde gobern neces coordin involucr instanci cab educ proyect    |1
O. COLOMBIAN LIKE en Twitter: ;PERU,  le acaba de dar  ejemplo al mundo..El mensaje es claro y contundente, allá si tumban CORRUPTOS, no importa que este sea PRESIDENTE.Lo que no sucede en COLOMBIA!!!! Se cae KUZYNSKI.A quien tambien toco supuestamente el virus de ODEBRETH!!!… https://t.co/JhoPrW4ZF5;|   acab dar  ejempl mund  mensaje clar contundente  tumb corrupt  import presidente sucede     cae kuzynski toc supuest virus odebreth      |0
�Con #LaFuerzaDeLaEsperanza lleg� el momento de pasar la p�gina! Sabemos que con #FajardoPresidente #SePuede �Haz parte del cambio! pic.twitter.com/H68cDwdAQh&mdash; Compromiso Antioquia (@Compromiso_Ant) March 24, 2018		| |1
Fajardo Presidente en Twitter: ;Buena semana. Este es el esquema básico sobre el cual construimos nuestra propuesta de educación que presentaré está semana. No se la pierdan. #sepuede. SF… https://t.co/PwApIl3Niz;| buen seman  esquem basic constru propuest educ present seman  pierd  #sepuede     |1
Luis Felipe Henao en Twitter: ;Apreciado @DeLaCalleHum si se podía una encuesta con @sergio_fajardo porque no se hizo lo mismo con @CristoBustos y se dilapidaron 40 mil millones de los colombianos, no le representa un conflicto ético por lo menos?… https://t.co/q1zf1LYtcL;| apreci @delacallehum pod encuest hiz @cristobust dilapid  represent conflict etic    |0
Diario La República en Twitter: ;#LaGranEncuesta : ¿Cuál de los siguientes candidatos cree usted que va a ganar las elecciones para Presidente de la República?;Base: 1250 encuestas;Iván Duque 50%;Gustavo Petro 24%;Germán Vargas Lleras 8%;Sergio Fajardo 6%;Humberto de la Calle 1%;No sabe/no responde 10%;| #lagranencuest    cual siguientes candidat cree gan elecciones presidente republic  base  1250 encuest _ivan_duque _gustavo_petro 24  german vargas_ller  fajard humbert calle  sabe/n responde      |-1
Compromiso Antioquia en Twitter: ;Creemos en la educación como motor de la transformación social. Lo hicimos en Medellín y Antioquia, ahora lo haremos en toda Colombia. #ConEducaciónSePuede #FajardoPropone #CoalicionColombia… https://t.co/N8mb1eq0Yr;| creem educ motor transform social  hic medellin antioqui  harem colombi  #coneducacionsepuede #fajardopropone #coalicioncolombia…    |1
Norman Alarcon en Twitter: ;La corrupción de Odebrecht tumba a presidente de Perú PPK y en Colombia tan campantes Santos-Uribe-Vargas-Zuluaga-Holmes-NHMartínez-Sarmiento, tocados y cómplices en las campañas de 2010 y 2014 por la poderosa chequera de la misma empresa. Contra la corrupción @sergio_fajardo;| corrupcion odebrecht tumb presidente colombi campantes santos-uribe-vargas-zuluaga-holmes-nhmartinez-sarmient  toc complices campañ poder chequer empres  contr corrupcion      |1
El sabe de sobra que est� quemado y sigue insistiendo con esas tales consultas este vejete.&mdash; Carlos A. Hurtado A. (@KRLOSHURTADO7) March 28, 2018		| |0
León Fredy Muñoz en Twitter: ;No es justo para este país que después de superar un conflicto de 50 años sigamos en la dicotomía de  la extrema derecha y la izquierda. Hay otra opción y alternativa para escribir una nueva página en la que todos seamos protagonistas. Con @sergio_fajardo #SePuede… https://t.co/QBJLdsYUTV;| just super conflict sig dicotom  extrem derech izquierd  opcion alternat escrib nuev pagin seamos protagon  #sepuede…     |1
Xavi Noriega Sirtori en Twitter: ;Duque Presidente! Fuera izquierdistas del ámbito político.… ;| duque presidente  fuer izquierd ambit politic    |0
JULIÁN VELÁSQUEZ G. en Twitter: ;En Bello #SePuede con @sergio_fajardo nos tomamos los tinticos es con argumentos @Compromiso_Ant @_CoalicionCol @alvarogonzalezu @AntanasMockus @ivanmarulanda @diegodavid8a @slondonouribe @Felixavilezp… https://t.co/C94COImhmr;| bell #sepuede tom tintic argument              |1
Edilma en Twitter: ;Yo ya voy en el hace rato .… ;| rat     |0
alejandro el grande en Twitter: ;de verdad cerebrito a dormir poca cosa… ;| cerebrit dorm cosa…    |0
#FajardoLogr� que al poder no se llegara con el poder de las clientelas ni de los corruptos sino con el poder de la decencia.&mdash; �lvaroGonz�lez-Uribe (@alvarogonzalezu) March 26, 2018		| |1
Fajardo Presidente en Twitter: ;Buena columna sobre nuestra gestión en Medellín y Antioquia. ;Fajardo se destacó como un funcionario público honesto, pulcro, pero además como un buen gestor y un excelente intérprete de los problemas sociales;. Ahora vamos por Colombia. #SePuede #ElEquipo https://t.co/Crt4nfqirm;| buen column gestion medellin antioqui   fajard destac funcionari public honest  pulcr  buen gestor excelente interprete problem sociales   ahor colombi  #sepuede #elequip   |1
Claudia Lopez 💎 en Twitter: ;Y se tomaron el tintico @sergio_fajardo y @DeLaCalleHum ... hagamos esta encuesta actualizada a ver cómo queda la vaina RT RT RT ¿si estos fueran los candidatos ud votaría por?;| tom tintic @delacallehum     hag encuest actualiz vain  si fueran candidat vot por    |0
#FajardoLogr� llevar educaci�n a rincones rurales olvidados de Antioquia como el caso de Peque. Ahora gozan de infraestructuras dignas. Para las personas con menos recursos, lo mejor. pic.twitter.com/FiLuBEgdEG&mdash; Angela H Whitecastle (@castiblancoange) March 25, 2018		| |1
#SePuede #Fajardologr� #ClaudiaVice#FajardoResponde #Fajardo+DeLaCalle+Petro=Invecibles !!!!!! ???????????? pic.twitter.com/G8W1NoenMv&mdash; Ricardo Narv�ez (@richandres1085) March 26, 2018		| |1
Manu en Twitter: ;Diego, que bueno que dejaron esa intransigencia, ser un buen político es anteponer las visiones personales por el bien común, por las causas más grandes que uno… https://t.co/OcwC6qvAcp;| dieg  buen dej intransigente  buen politic antepon visiones personales comun  caus grandes uno…   |1
ALEJANDRO GONZALEZ en Twitter: ;El tinto de @DeLaCalleHum  y @sergio_fajardo va a costar la bobadita de 40 mil millones. Que de la calle sea serio y vaya a primera vuelta de esa forma observará en las urnas lo que los colombianos pensamos de su gestión como negociador del pacto de la Habana.;| tint @delacallehum  cost bobadit mil  calle seri form observ urnas pens gestion negoci pact haban    |-1
🍃🍄🐈🈂️ en Twitter: ;Excelente trabajo, aún falta mucho , pero si se ve la tendencia… https://t.co/35tXNbZfM7;| excelente  falt   tendencia…    |1
RT compromisociu: #Recomendado : �sergio_fajardo est� convencido de que, si bien el nuevo Gobierno debe buscar que el sistema judicial funcione y funcione bien, hay que evitar que los ciudadanos crucen la puerta del mundo de la criminalidad.; V�a NoticiasCaracol. #FajardoPro�&mdash; ?RTCali Tus RTuits!? (@RtCali) March 28, 2018		| |1
Manu en Twitter: ;Diego, que bueno que dejaron esa intransigencia, ser un buen político es anteponer las visiones personales por el bien común, por las causas más grandes que uno… https://t.co/OcwC6qvAcp;| dieg  buen dej intransigente  buen politic antepon visiones personales comun  caus grandes uno…   |1
ALEJANDRO GONZALEZ en Twitter: ;El tinto de @DeLaCalleHum  y @sergio_fajardo va a costar la bobadita de 40 mil millones. Que de la calle sea serio y vaya a primera vuelta de esa forma observará en las urnas lo que los colombianos pensamos de su gestión como negociador del pacto de la Habana.;| tint @delacallehum  cost bobadit mil  calle seri form observ urnas pens gestion negoci pact haban    |-1
